CumulativeHumanInfected
1444.0
2700.0
3837.0
5279.0
6466.0
7363.0
8498.0
9683.0
10749.0
12018.0
13202.0
14641.0
16232.0
18027.0
20110.0
22566.0
26059.0
29993.0
34624.0
38999.0
44360.0
50638.0
57867.0
65912.0
74177.0
81490.0
87749.0
93735.0
98939.0
103174.0
107357.0
111166.0
114668.0
117796.0
120481.0
123115.0
125426.0
127770.0
129944.0
131998.0
134052.0
135765.0
137121.0
138001.0
139486.0
140742.0
141903.0
142854.0
