CumulativeHumanInfected
696.0
1392.0
2315.0
3181.0
4274.0
5215.0
6403.0
7799.0
9366.0
11294.0
13088.0
15091.0
17150.0
19532.0
21838.0
24428.0
27018.0
29817.0
32805.0
35698.0
38857.0
42015.0
45781.0
49547.0
53750.0
58352.0
63220.0
67726.0
72631.0
77954.0
83182.0
87724.0
92551.0
97263.0
104536.0
107715.0
110836.0
114451.0
117837.0
119834.0
121716.0
124511.0
126620.0
128291.0
130114.0
131746.0
133473.0
134533.0
