CumulativeHumanInfected
2537.0
5126.0
7377.0
9509.0
11449.0
13344.0
15217.0
16922.0
18801.0
20780.0
22859.0
25111.0
27608.0
30302.0
33387.0
37131.0
41582.0
47300.0
54090.0
61199.0
69453.0
77588.0
85945.0
94402.0
102108.0
109793.0
116945.0
123661.0
130039.0
136807.0
143917.0
150228.0
155812.0
160549.0
164900.0
169254.0
173124.0
176973.0
180095.0
183342.0
186421.0
189188.0
191690.0
193062.0
195574.0
197651.0
199556.0
201056.0
