E_0,L_0,P_0,M_s_0,M_e_0,M_i_0,H_s_0,H_e_0,H_i_0,H_r_0,C,sigma,gamma,mu_H,beta_M,beta_H,theta_M,theta_H,alpha_b,alpha_E,alpha_L,alpha_P,a_b,a_E,a_L,a_P,c_E,c_L,c_P,c_M,d_E,d_L,d_P,d_M,T_b_max,T_E_max,T_L_max,T_P_max,T_E_min,T_L_min,T_P_min,T_M_min,R_b,R_E,R_L,R_P,r_b,r_E,r_L,r_P,s_b,s_E,s_L,s_P,e_E,e_L,e_P
1.1440685987472534,1.5564885139465332,0.709612250328064,1.4899193048477173,0.0948890969157219,0.4353017807006836,1.7304877042770386,0.29061493277549744,0.01226111687719822,0.663591742515564,0.11352422833442688,0.22662000358104706,0.1776091754436493,0.00039999998989515007,1.0360181331634521,0.3299511671066284,0.6254419088363647,1.95475172996521,0.07791168987751007,0.17006251215934753,0.3092142343521118,0.11551393568515778,0.6529668569564819,0.8790374994277954,0.867974042892456,0.9143651723861694,0.7333039045333862,0.9445787072181702,1.4555469751358032,0.7761225700378418,0.4151989817619324,0.7463810443878174,0.3899364173412323,0.5303640365600586,1.4748809337615967,0.5133865475654602,1.9698688983917236,0.36647897958755493,0.32761910557746887,1.840132474899292,0.9025060534477234,0.1446990817785263,0.31479403376579285,1.8593863248825073,0.23387394845485687,2.2141003608703613,1.1701444387435913,0.7199258208274841,0.023672979325056076,1.4968849420547485,0.5946699976921082,1.4008886814117432,0.6531474590301514,0.34653663635253906,1.3981640338897705,1.8007692098617554,0.7777169942855835
0.621968150138855,1.316006064414978,1.2277990579605103,1.3706200122833252,0.19686391949653625,0.9724711775779724,1.0687428712844849,0.30609846115112305,0.6395148634910583,0.4121623933315277,0.640183687210083,0.20181958377361298,1.847218632698059,0.00039999998989515007,0.46285802125930786,0.12292502820491791,0.8358244299888611,1.5236060619354248,0.9365785121917725,0.19499307870864868,0.1915278285741806,1.4437227249145508,0.48003771901130676,0.15382587909698486,0.800053060054779,0.6950076222419739,0.36086657643318176,0.15377174317836761,1.582490086555481,1.781460165977478,0.6383178234100342,2.263148784637451,0.9157740473747253,0.4200581908226013,0.8189002871513367,2.4552173614501953,0.5082189440727234,1.663405418395996,0.27199068665504456,0.8969341516494751,0.6619375348091125,1.0516749620437622,0.2595367431640625,0.26704171299934387,0.19480647146701813,0.2687280774116516,0.11882038414478302,0.3537366986274719,0.45163780450820923,0.2693212330341339,1.1374503374099731,1.631705403327942,1.4834132194519043,1.0493255853652954,0.3303557336330414,1.8515390157699585,0.4351084232330322
0.07105658203363419,0.9765117168426514,0.8846019506454468,0.004350913222879171,0.8298615217208862,0.4221348166465759,0.4425945580005646,0.7419389486312866,0.2004605233669281,0.4792419970035553,0.49026021361351013,1.0821796655654907,2.0999057292938232,0.00039999998989515007,0.9199933409690857,0.1255195289850235,1.1416170597076416,0.7094523310661316,0.15583844482898712,0.42539459466934204,0.4640272557735443,1.5629568099975586,1.4519243240356445,0.33795270323753357,1.0246936082839966,0.2218131124973297,0.19187268614768982,1.0829347372055054,1.6568611860275269,1.1924716234207153,0.23342254757881165,1.5151548385620117,0.2325485497713089,0.887283980846405,0.7258531451225281,2.095721960067749,0.5939900875091553,1.3138505220413208,1.1732128858566284,1.3127975463867188,0.5768435597419739,0.1267646998167038,0.2050306797027588,1.0075932741165161,0.8430534601211548,0.6759334206581116,0.48435676097869873,0.5625212788581848,0.15743234753608704,0.21016623079776764,1.3607537746429443,1.8109744787216187,1.3573986291885376,0.22808203101158142,1.1760910749435425,2.521087408065796,1.0374395847320557
0.3920362591743469,1.820275902748108,0.6270660758018494,1.6024497747421265,0.09004181623458862,0.7334875464439392,0.7419940233230591,0.19572879374027252,0.09548620134592056,0.9562926292419434,0.22380076348781586,0.18976622819900513,1.8898154497146606,0.00039999998989515007,0.1452234536409378,0.10051193833351135,0.7201094031333923,2.303957939147949,0.4875236749649048,0.7519203424453735,0.7100245356559753,1.8326612710952759,1.0706440210342407,0.12237705290317535,1.040976881980896,0.7451012134552002,1.1799678802490234,0.19658195972442627,0.2150660902261734,1.2870044708251953,0.22795426845550537,1.573754906654358,0.6432936191558838,0.524958610534668,1.362220048904419,1.4975069761276245,0.8763948678970337,0.9315593838691711,0.19399073719978333,0.8824481964111328,1.4217631816864014,0.9640551209449768,0.012402730993926525,0.3398532569408417,0.093780517578125,0.9165401458740234,1.0201406478881836,0.5017762184143066,0.20196916162967682,0.5673694014549255,0.1468190848827362,2.717081308364868,1.2004683017730713,0.08440779149532318,1.2174930572509766,1.309262752532959,0.1504482924938202
0.3464857041835785,2.142770528793335,1.6115025281906128,1.2574515342712402,0.299898236989975,0.6837174892425537,2.2670164108276367,0.06683232635259628,0.8198603391647339,0.23348605632781982,0.33177027106285095,0.7703749537467957,0.07849272340536118,0.00039999998989515007,1.0280545949935913,1.230430245399475,0.2326119989156723,2.175358295440674,0.48926180601119995,0.4732205867767334,1.0042717456817627,0.4006368815898895,0.018554385751485825,0.5970050692558289,0.8105325102806091,0.2769220173358917,0.7886677980422974,0.3296937644481659,0.9244455099105835,1.0252649784088135,0.5303932428359985,0.9881126284599304,1.5236401557922363,0.8863959312438965,0.6676799654960632,0.2110961526632309,1.543074131011963,0.5502190589904785,1.1511027812957764,1.8771977424621582,0.1058601588010788,0.02827678620815277,0.28674745559692383,1.7567299604415894,0.14785663783550262,0.9594802856445312,1.1051576137542725,0.6317332983016968,0.8467369675636292,1.0799630880355835,0.327894926071167,2.0313031673431396,0.29501578211784363,0.7171441316604614,1.2211580276489258,0.9755578637123108,0.040418390184640884
0.4782235026359558,2.1729297637939453,0.9629716873168945,0.8603526949882507,0.40894776582717896,0.3392326235771179,1.9108704328536987,1.186133861541748,1.4686191082000732,0.621610701084137,1.276361107826233,0.6573569774627686,0.4810389578342438,0.00039999998989515007,0.19346314668655396,0.5842089653015137,0.3340061902999878,2.595163106918335,0.5309919714927673,0.5715398192405701,0.7268437743186951,0.2944886088371277,0.05123039707541466,0.04990604147315025,0.10002436488866806,0.10730830579996109,1.3539849519729614,1.2961095571517944,0.3379368185997009,1.6985734701156616,0.7023544907569885,0.8530756831169128,1.788698673248291,0.4383101165294647,0.41021254658699036,0.07557909190654755,1.4648367166519165,1.0599911212921143,0.2152233123779297,1.6024587154388428,0.15141229331493378,0.4934517741203308,0.7186598777770996,0.7462325096130371,0.1486014425754547,0.5007288455963135,1.0283331871032715,0.4546589255332947,0.7792894244194031,0.6981368064880371,0.550843358039856,1.1386420726776123,1.6065064668655396,2.0953595638275146,0.6307775974273682,0.13655462861061096,0.7969011664390564
0.8692308068275452,1.746596097946167,0.5833371877670288,1.2304257154464722,0.008911121636629105,0.3170376420021057,1.0639140605926514,0.4532066583633423,0.34167158603668213,1.1309664249420166,0.18292783200740814,0.011782032437622547,1.65548574924469,0.00039999998989515007,0.44268786907196045,0.3262511193752289,0.8445215821266174,1.958509922027588,0.18536476790905,0.4545387625694275,0.7126551270484924,1.3497575521469116,0.939751923084259,0.16490288078784943,1.1759917736053467,1.0037769079208374,1.193430781364441,0.8278346657752991,0.009856478311121464,1.051135540008545,0.129621684551239,1.4056774377822876,0.47383180260658264,0.36708083748817444,1.5420713424682617,1.6516400575637817,1.1599500179290771,0.5570070743560791,0.5948784947395325,1.1405489444732666,0.736362099647522,0.7621651887893677,0.26893025636672974,1.044888973236084,0.266696572303772,1.3794106245040894,0.9432737231254578,0.6915891766548157,0.07741410285234451,0.781208872795105,0.0800737515091896,2.6069204807281494,1.5165537595748901,0.4074135422706604,1.1663818359375,1.7550196647644043,0.30836957693099976
0.5616418719291687,1.957732081413269,0.2138596922159195,1.592358946800232,0.11507773399353027,0.7329749464988708,1.0595805644989014,0.14844577014446259,0.016372796148061752,0.9328693747520447,0.5823647975921631,0.032553356140851974,1.6456917524337769,0.00039999998989515007,0.6217818260192871,0.010965431109070778,1.1653777360916138,1.7967296838760376,0.24866051971912384,0.26549458503723145,0.7169806361198425,1.428888201713562,0.540612518787384,0.12222656607627869,1.1746549606323242,0.7516285181045532,1.049453854560852,0.20623011887073517,0.1252528578042984,1.4729558229446411,0.20428308844566345,1.548750400543213,0.22698603570461273,0.6941460967063904,1.540099859237671,1.7452001571655273,0.8355609178543091,0.9809355139732361,0.6243214011192322,1.18183171749115,0.5075260400772095,0.9025227427482605,0.09904266148805618,0.7681263089179993,0.43603935837745667,1.2454420328140259,0.896039605140686,0.8154023885726929,0.3092222809791565,0.39435234665870667,0.13453131914138794,2.613981246948242,1.2210443019866943,0.17783311009407043,1.1614272594451904,1.9323737621307373,0.05099211260676384
1.3377913236618042,1.2672806978225708,1.4194982051849365,0.48260658979415894,0.8238644599914551,0.4837237596511841,1.0993545055389404,0.7179620862007141,0.6043586134910583,1.0990742444992065,0.8758885264396667,0.4890523850917816,1.2644075155258179,0.00039999998989515007,0.9518536925315857,0.7113831043243408,0.9001522660255432,0.35474106669425964,0.6912934184074402,1.0766364336013794,0.2574256658554077,0.3298795819282532,0.03789172321557999,0.02977750450372696,0.9920815229415894,1.0015414953231812,0.6733472347259521,1.5749653577804565,0.9669008255004883,1.5999561548233032,0.5802847743034363,1.7158563137054443,1.2665189504623413,0.10395780950784683,1.8332264423370361,1.789562702178955,0.9300170540809631,1.2329031229019165,0.099757619202137,1.5932358503341675,0.6146200299263,0.3587787449359894,0.9461067318916321,1.0491832494735718,0.623438835144043,1.3293027877807617,0.020372632890939713,0.6638343334197998,0.8297336101531982,0.7131751775741577,0.7089443206787109,0.6740427017211914,1.0059189796447754,0.19122105836868286,0.84710693359375,2.288646936416626,0.5676857829093933
0.5148605108261108,1.8910517692565918,0.18661820888519287,1.6174150705337524,0.1857755184173584,0.8809842467308044,1.1442286968231201,0.24325978755950928,0.0238001961261034,0.9145221710205078,0.5190861821174622,0.033904146403074265,1.6773794889450073,0.00039999998989515007,0.5582348704338074,0.008568594232201576,1.2195544242858887,1.8443714380264282,0.15770283341407776,0.3321577310562134,0.6489957571029663,1.485205054283142,0.549964427947998,0.20304852724075317,1.2177424430847168,0.6088780164718628,1.0406090021133423,0.15289051830768585,0.12346075475215912,1.508142113685608,0.10789784789085388,1.591113805770874,0.20438115298748016,0.6831156015396118,1.5136858224868774,1.716241478919983,0.7760348916053772,0.9786660671234131,0.5843604207038879,1.1566483974456787,0.637397825717926,1.0438674688339233,0.03497672826051712,0.7927819490432739,0.44493016600608826,1.2771377563476562,0.8941882252693176,0.8612215518951416,0.3140321373939514,0.39933910965919495,0.03168492019176483,2.553102493286133,1.182600736618042,0.2973939776420593,1.1151024103164673,1.8238252401351929,0.12569457292556763
